Track name,Artist name,Album,Playlist name,Type,ISRC
"Lyn · アトラスサウンドチーム · コーエーテクモサウンド · コーエーテクモサウンド - Counter Strike","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari · Naoki Hashimoto - HEAVY DAY","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Happy Hour","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · 田中怜子 · 目黒将司 - Heartbeat, Heartbreak","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · 田中怜子 · 目黒将司 - Signs Of Love","","","Tudo e qualquer coisa","Playlist",""
"Incubus - Drive","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Take on Me","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Pork And Beans","","","Tudo e qualquer coisa","Playlist",""
"Radiohead - High and Dry","","","Tudo e qualquer coisa","Playlist",""
"The Strokes - Someday","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Say It Ain't So (Original Mix)","","","Tudo e qualquer coisa","Playlist",""
"The Smashing Pumpkins - 1979 (Remastered 2012)","","","Tudo e qualquer coisa","Playlist",""
"Radiohead - No Surprises (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"Green Day - When I Come Around","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Buddy Holly","","","Tudo e qualquer coisa","Playlist",""
"Franz Ferdinand - Take Me Out","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - Fluorescent Adolescent","","","Tudo e qualquer coisa","Playlist",""
"The Strokes - The Adults Are Talking","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Undone - The Sweater Song","","","Tudo e qualquer coisa","Playlist",""
"The Strokes - Under Cover of Darkness","","","Tudo e qualquer coisa","Playlist",""
"Red Hot Chili Peppers - Dani California","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - You Get Me So High","","","Tudo e qualquer coisa","Playlist",""
"Two Door Cinema Club · Alex Trimble · Kevin Baird · Sam Hallidy - Undercover Martyn","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - Snap Out Of It","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Nervous","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - One For The Road","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Crispin Day · David Wood · Jacob Tsafatinos · Jonathon Kereliuk · Michael Kozakov · Nicholas Frosst - Osmosis","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · David Wood · Jacob Tsafatinos · Jonathon Kereliuk · Michael Kozakov · Crispin Day · Nicholas Frosst - No Time to Explain","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Jacob Tsafatinos · Nicholas Frosst · David Wood · Michael Kozakov · Jonathon Kereliuk · Crispin Day - Tell Me You Know","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Island In The Sun","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Jonathon Kereliuk · David Wood · Nicholas Frosst · Jacob Tsafatinos · Michael Kozakov · Crispin Day - Drifting","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Jonathon Kereliuk · David Wood · Nicholas Frosst · Jacob Tsafatinos · Michael Kozakov · Crispin Day - Pox","","","Tudo e qualquer coisa","Playlist",""
"Vansire - Metamodernity","","","Tudo e qualquer coisa","Playlist",""
"AFI - Miss Murder","","","Tudo e qualquer coisa","Playlist",""
"Hitsujibungaku - more than words","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Jacob Tsafatinos · Nicholas Frosst · David Wood · Michael Kozakov · Jonathon Kereliuk · Crispin Day - Slingshot","","","Tudo e qualquer coisa","Playlist",""
"The Strokes - Reptilia","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Jacob Tsafatinos · Nicholas Frosst · David Wood · Michael Kozakov · Jonathon Kereliuk · Crispin Day - Nomu","","","Tudo e qualquer coisa","Playlist",""
"Berserk Opening Full Version","","","Tudo e qualquer coisa","Playlist",""
"Joe Hisaishi - Merry-Go-Round of Life (from 'Howl's Moving Castle')","","","Tudo e qualquer coisa","Playlist",""
"Haruko Komiya · 目黒将司 - 全ての人の魂の戦い","","","Tudo e qualquer coisa","Playlist",""
"Lotus Juice · 田中怜子 · 目黒将司 - Mass Destruction","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 目黒将司 - Period","","","Tudo e qualquer coisa","Playlist",""
"Young the Giant - Mind Over Matter (Reprise)","","","Tudo e qualquer coisa","Playlist",""
"Tove Lo - Habits (Stay High)","","","Tudo e qualquer coisa","Playlist",""
"Home - Resonance","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Afraid","","","Tudo e qualquer coisa","Playlist",""
"Matt Maltese - As the World Caves In","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Crispin Day · David Wood · Jacob Tsafatinos · Jonathon Kereliuk · Michael Kozakov · Nicholas Frosst - Mimi's Delivery Service","","","Tudo e qualquer coisa","Playlist",""
"Vacations - Young","","","Tudo e qualquer coisa","Playlist",""
"SYML - Where's My Love","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - Dance Little Liar","","","Tudo e qualquer coisa","Playlist",""
"Cafuné - Tek It","","","Tudo e qualquer coisa","Playlist",""
"Rio Romeo - Nothing's New","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Cry Baby","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · Laufey · Spencer Eugene Stewart - From the Start","","","Tudo e qualquer coisa","Playlist",""
"JVKE · Jake Lawson · Zac Lawson - golden hour","","","Tudo e qualquer coisa","Playlist",""
"GALNERYUS / ガルネリウス · Hitoshi Haba;TEAM HUNTER · Hitoshi Haba · Yorimasa Hisatake;GALNERYUS - departure!","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Lotus Juice · アトラスサウンドチーム · アトラスサウンドチーム - I believe","","","Tudo e qualquer coisa","Playlist",""
"Surf Curse - Freaks","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Reflections","","","Tudo e qualquer coisa","Playlist",""
"Iron Maiden - 2 Minutes to Midnight (2015 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"GALNERYUS - HUNTING FOR YOUR DREAM","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari · Naoki Hashimoto - Big Blast Sonic","","","Tudo e qualquer coisa","Playlist",""
"a-ha - I've Been Losing You","","","Tudo e qualquer coisa","Playlist",""
"a-ha - The Blood That Moves the Body (2015 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"a-ha - The Living Daylights (2016 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Benjamin Franklin · 目黒将司 · 目黒将司 - Rivers In the Desert","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Lotus Juice · アトラスサウンドチーム · アトラスサウンドチーム - You Are Stronger","","","Tudo e qualquer coisa","Playlist",""
"System Of A Down - Chop Suey!","","","Tudo e qualquer coisa","Playlist",""
"Soundgarden - Black Hole Sun","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Before I Forget","","","Tudo e qualquer coisa","Playlist",""
"Korn - Falling Away from Me","","","Tudo e qualquer coisa","Playlist",""
"Korn - Blind","","","Tudo e qualquer coisa","Playlist",""
"Soundgarden - Fell On Black Days","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - [sic]","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Spit It Out","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Sulfur","","","Tudo e qualquer coisa","Playlist",""
"Nirvana - You Know You're Right","","","Tudo e qualquer coisa","Playlist",""
"Gojira - Stranded","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Please Please Please Let Me Get What I Want (2005 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Korn - Good God","","","Tudo e qualquer coisa","Playlist",""
"Chevelle - Comfortable Liar","","","Tudo e qualquer coisa","Playlist",""
"Kittie - Brackish","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - My Plague","","","Tudo e qualquer coisa","Playlist",""
"Glare · Christian Resendez · Toni Ordaz · Austin Barrientos · Homero Solis · John Robert - Void in Blue","","","Tudo e qualquer coisa","Playlist",""
"Ghost B.C. - Faith","","","Tudo e qualquer coisa","Playlist",""
"Korn · Corey Taylor - A Different World (feat. Corey Taylor)","","","Tudo e qualquer coisa","Playlist",""
"Lamb of God - Descending","","","Tudo e qualquer coisa","Playlist",""
"Orgy - Stitches","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Rickets","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Korea","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Urantia","","","Tudo e qualquer coisa","Playlist",""
"Dystopia - My Meds Aren't Working","","","Tudo e qualquer coisa","Playlist",""
"Korn - K@#*%!","","","Tudo e qualquer coisa","Playlist",""
"Chino Moreno - Brief Exchange (from DC's Dark Nights: Metal Soundtrack)","","","Tudo e qualquer coisa","Playlist",""
"Nine Inch Nails - Piggy","","","Tudo e qualquer coisa","Playlist",""
"Title Fight - In-Between","","","Tudo e qualquer coisa","Playlist",""
"Nine Inch Nails - Getting Smaller","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Damone","","","Tudo e qualquer coisa","Playlist",""
"Fleshwater · Anthony Didio jr · Jeremy Martin · Matt Wood · Marisa Shirar - Enjoy","","","Tudo e qualquer coisa","Playlist",""
"Narrow Head - Ashtray","","","Tudo e qualquer coisa","Playlist",""
"Unloco - Bruises","","","Tudo e qualquer coisa","Playlist",""
"Dry Kill Logic - Give Up, Give In, Lie Down","","","Tudo e qualquer coisa","Playlist",""
"Sunk Loto - Everything Everyway","","","Tudo e qualquer coisa","Playlist",""
"The Butterfly Effect - Consequence","","","Tudo e qualquer coisa","Playlist",""
"Five Pointe O - Double X Minus","","","Tudo e qualquer coisa","Playlist",""
"Sunk Loto - 5 Years Of Silence","","","Tudo e qualquer coisa","Playlist",""
"Ghost - Cirice","","","Tudo e qualquer coisa","Playlist",""
"Basement - Covet","","","Tudo e qualquer coisa","Playlist",""
"Foo Fighters - Everlong","","","Tudo e qualquer coisa","Playlist",""
"Nirvana - Lithium","","","Tudo e qualquer coisa","Playlist",""
"The Smashing Pumpkins - Zero (Remastered 2012)","","","Tudo e qualquer coisa","Playlist",""
"Narrow Head - Nervous Habits","","","Tudo e qualquer coisa","Playlist",""
"Citizen - How Does It Feel?","","","Tudo e qualquer coisa","Playlist",""
"Sunny Day Real Estate - In Circles (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"Aberdeen is Dead - We're All Mad Here","","","Tudo e qualquer coisa","Playlist",""
"Paramore - All I Wanted","","","Tudo e qualquer coisa","Playlist",""
"Whirr - Heavy","","","Tudo e qualquer coisa","Playlist",""
"Scars of Life - Bullet with Your Name","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Beware","","","Tudo e qualquer coisa","Playlist",""
"julie - pg.4 a picture of three hedges","","","Tudo e qualquer coisa","Playlist",""
"Flaw - Get Up Again","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Custer","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Mascara","","","Tudo e qualquer coisa","Playlist",""
"Loathe - Two-Way Mirror","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Duality","","","Tudo e qualquer coisa","Playlist",""
"Superheaven - Youngest Daughter","","","Tudo e qualquer coisa","Playlist",""
"Mad Kelly · Nathan Kyle Foster - Hostage","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Wait and Bleed","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Change (In the House of Flies)","","","Tudo e qualquer coisa","Playlist",""
"Slipknot - Eyeless","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Be Quiet and Drive (Far Away)","","","Tudo e qualquer coisa","Playlist",""
"Deftones - My Own Summer (Shove It)","","","Tudo e qualquer coisa","Playlist",""
"Ellie Goulding - Lights","","","Tudo e qualquer coisa","Playlist",""
"John Newman - Love Me Again","","","Tudo e qualquer coisa","Playlist",""
"Falling In Reverse - The Drug In Me Is You","","","Tudo e qualquer coisa","Playlist",""
"Aerosmith - Pink","","","Tudo e qualquer coisa","Playlist",""
"Nickelback - How You Remind Me","","","Tudo e qualquer coisa","Playlist",""
"Paramore - Decode","","","Tudo e qualquer coisa","Playlist",""
"Fitz and The Tantrums - Out of My League","","","Tudo e qualquer coisa","Playlist",""
"Shuhei Kita · 田中怜子 · ATLUS - Soul Phrase -long ver.-","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Softcore","","","Tudo e qualquer coisa","Playlist",""
"My Chemical Romance - Helena","","","Tudo e qualquer coisa","Playlist",""
"Green Day - Wake Me up When September Ends","","","Tudo e qualquer coisa","Playlist",""
"Gerard Way · Ray Toro - Happy Together (feat. Ray Toro)","","","Tudo e qualquer coisa","Playlist",""
"Simple Plan - Welcome to My Life","","","Tudo e qualquer coisa","Playlist",""
"Paramore - Misery Business","","","Tudo e qualquer coisa","Playlist",""
"Pierce The Veil · Kellin Quinn - King For A Day","","","Tudo e qualquer coisa","Playlist",""
"Hoobastank - The Reason","","","Tudo e qualquer coisa","Playlist",""
"Snow Patrol - Chasing Cars","","","Tudo e qualquer coisa","Playlist",""
"The Red Jumpsuit Apparatus - Face Down","","","Tudo e qualquer coisa","Playlist",""
"Foo Fighters - The Pretender","","","Tudo e qualquer coisa","Playlist",""
"Daft Punk · Julian Casablancas - Instant Crush (feat. Julian Casablancas)","","","Tudo e qualquer coisa","Playlist",""
"Nirvana - The Man Who Sold The World (Live)","","","Tudo e qualquer coisa","Playlist",""
"The Black Keys - Lonely Boy","","","Tudo e qualquer coisa","Playlist",""
"My Chemical Romance - I'm Not Okay (I Promise)","","","Tudo e qualquer coisa","Playlist",""
"Faye Webster - I Know You","","","Tudo e qualquer coisa","Playlist",""
"Masato (coldrain) · Masato (coldrain) · Hiroaki Tsutsumi · Hiroaki Tsutsumi - REMEMBER","","","Tudo e qualquer coisa","Playlist",""
"Pixies - Where Is My Mind?","","","Tudo e qualquer coisa","Playlist",""
"My Chemical Romance - Welcome to the Black Parade","","","Tudo e qualquer coisa","Playlist",""
"System Of A Down - Aerials","","","Tudo e qualquer coisa","Playlist",""
"Nirvana - Heart-Shaped Box","","","Tudo e qualquer coisa","Playlist",""
"Team Sleep - Blvd. Nights","","","Tudo e qualquer coisa","Playlist",""
"Glare · Austin Barrientos · Christian Resendez · Toni Ordaz · Homero Solis - Blank","","","Tudo e qualquer coisa","Playlist",""
"Fall Out Boy - Sugar, We're Goin Down","","","Tudo e qualquer coisa","Playlist",""
"TK from Ling tosite sigure - Signal","","","Tudo e qualquer coisa","Playlist",""
"Loathe - Is It Really You?","","","Tudo e qualquer coisa","Playlist",""
"King Gnu - SPECIALZ","","","Tudo e qualquer coisa","Playlist",""
"CthulhuSeeker - Radagon of the Golden Order (from ""Elden Ring"") (Synthwave Arrangement)","","","Tudo e qualquer coisa","Playlist",""
"KALEO - Way down We Go","","","Tudo e qualquer coisa","Playlist",""
"Coyote Theory - This Side of Paradise","","","Tudo e qualquer coisa","Playlist",""
"One Direction - Night Changes","","","Tudo e qualquer coisa","Playlist",""
"Incubus - A Crow Left of the Murder","","","Tudo e qualquer coisa","Playlist",""
"Alice In Chains - Would? (2022 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Aerosmith - Beyond Beautiful","","","Tudo e qualquer coisa","Playlist",""
"Aerosmith - Jaded","","","Tudo e qualquer coisa","Playlist",""
"Radiohead - Karma Police (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · Benjamin Franklin · 目黒将司 - Time To Make History","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Sextape","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · Benjamin Franklin · 目黒将司 - Shadow World","","","Tudo e qualquer coisa","Playlist",""
"Beyoncé - At Last","","","Tudo e qualquer coisa","Playlist",""
"Franz Ferdinand - This fffire (New Version)","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Lotus Juice · アトラスサウンドチーム · アトラスサウンドチーム - No More What Ifs","","","Tudo e qualquer coisa","Playlist",""
"Djavan - Eu Te Devoro","","","Tudo e qualquer coisa","Playlist",""
"The Kooks - She Moves In Her Own Way","","","Tudo e qualquer coisa","Playlist",""
"Two Door Cinema Club · Alex Trimble · Sam Hallidy · Kevin Baird - What You Know","","","Tudo e qualquer coisa","Playlist",""
"Toploader - Dancing in the Moonlight","","","Tudo e qualquer coisa","Playlist",""
"Muse - Hysteria","","","Tudo e qualquer coisa","Playlist",""
"blink-182 - I Miss You","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - When The Sun Goes Down","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Back to School (Mini Maggit)","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Knife Prty","","","Tudo e qualquer coisa","Playlist",""
"Linkin Park - The Catalyst","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Sweater Weather","","","Tudo e qualquer coisa","Playlist",""
"Thirty Seconds To Mars - Night Of The Hunter","","","Tudo e qualquer coisa","Playlist",""
"The Kooks - Naive","","","Tudo e qualquer coisa","Playlist",""
"Panic! At The Disco - LA Devotee","","","Tudo e qualquer coisa","Playlist",""
"Muse - Starlight","","","Tudo e qualquer coisa","Playlist",""
"The Killers - Somebody Told Me","","","Tudo e qualquer coisa","Playlist",""
"twenty one pilots - Guns for Hands","","","Tudo e qualquer coisa","Playlist",""
"Tatsuya Kitani - Where Our Blue Is","","","Tudo e qualquer coisa","Playlist",""
"CthulhuSeeker - Godskin Apostles (from ""Elden Ring"") (Synthwave Arrangement)","","","Tudo e qualquer coisa","Playlist",""
"Linked Horizon - 憧憬と屍の道","","","Tudo e qualquer coisa","Playlist",""
"Who-ya Extended - VIVID VICE","","","Tudo e qualquer coisa","Playlist",""
"Rosa Walton · Hallie Coggins - I Really Want to Stay at Your House","","","Tudo e qualquer coisa","Playlist",""
"Life Will Change (Instrumental Version) - Persona 5","","","Tudo e qualquer coisa","Playlist",""
"ORANGE RANGE - *Asterisk","","","Tudo e qualquer coisa","Playlist",""
"Yoshimi Kudo - Lichdragon Fortissax","","","Tudo e qualquer coisa","Playlist",""
"Kings Of Leon - Use Somebody","","","Tudo e qualquer coisa","Playlist",""
"Kings Of Leon - Sex on Fire","","","Tudo e qualquer coisa","Playlist",""
"Calvin Harris, Sam Smith - Desire (Official Video)","","","Tudo e qualquer coisa","Playlist",""
"PENPALS - TELL ME WHY (TV version）)","","","Tudo e qualquer coisa","Playlist",""
"Tai Tomisawa - Godfrey, First Elden Lord","","","Tudo e qualquer coisa","Playlist",""
"Yuka Kitamura - Fire Giant","","","Tudo e qualquer coisa","Playlist",""
"DAVE RODGERS - SPACE BOY","","","Tudo e qualquer coisa","Playlist",""
"Linkin Park - Numb","","","Tudo e qualquer coisa","Playlist",""
"Tears For Fears - Everybody Wants To Rule The World","","","Tudo e qualquer coisa","Playlist",""
"Eyedress - Jealous","","","Tudo e qualquer coisa","Playlist",""
"Linked Horizon - 紅蓮の弓矢","","","Tudo e qualquer coisa","Playlist",""
"The Whims of Fate - Persona 5","","","Tudo e qualquer coisa","Playlist",""
"Meek Mill · Rick Ross - I'm a Boss (feat. Rick Ross)","","","Tudo e qualquer coisa","Playlist",""
"HOYO-MiX · Jonathan Steingard · 宫奇 - Wildfire","","","Tudo e qualquer coisa","Playlist",""
"Shiro SAGISU - Next Episode","","","Tudo e qualquer coisa","Playlist",""
"Shiro SAGISU - FLY ME TO THE MOON (Instrumental Version)","","","Tudo e qualquer coisa","Playlist",""
"Shiro SAGISU - BAREFOOT IN THE PARK","","","Tudo e qualquer coisa","Playlist",""
"Persona 5 OST 23 - Layer Cake","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · ATLUS - Danger Zone","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · ATLUS · ATLUS - Blooming Villain (P5D-EDIT)","","","Tudo e qualquer coisa","Playlist",""
"Mustard · Roddy Ricch - Ballin’","","","Tudo e qualquer coisa","Playlist",""
"Persona 3 The Movie: #1 - Burn My Dread -Spring of Birth ver.-","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · ATLUS · ATLUS - Keeper of Lust (P5D-EDIT)","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · ATLUS · ATLUS - Will Power","","","Tudo e qualquer coisa","Playlist",""
"Awakening + Willpower (Persona 5 OST)","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Lotus Juice · アトラスサウンドチーム · アトラスサウンドチーム - Take Over","","","Tudo e qualquer coisa","Playlist",""
"Pegasus Fantasy - Saint Seiya - original japanese opening - subtitled","","","Tudo e qualquer coisa","Playlist",""
"Persona 5 - Life Will Change (中英歌詞)","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Benjamin Franklin · アトラスサウンドチーム · アトラスサウンドチーム - Colors Flying High","","","Tudo e qualquer coisa","Playlist",""
"Scaramouche Boss Fight Theme (Phase 2) - Extended || Genshin Impact OST","","","Tudo e qualquer coisa","Playlist",""
"Rockwell - Somebody's Watching Me","","","Tudo e qualquer coisa","Playlist",""
"Taylor Swift - Anti-Hero","","","Tudo e qualquer coisa","Playlist",""
"After Dark x Sweater Weather","","","Tudo e qualquer coisa","Playlist",""
"Shoi Miyazawa - Beast Clergyman","","","Tudo e qualquer coisa","Playlist",""
"Tai Tomisawa - Godskin Apostles","","","Tudo e qualquer coisa","Playlist",""
"HOYO-MiX · HOYO-MiX - Stories of Remote Antiquity","","","Tudo e qualquer coisa","Playlist",""
"The Hours - Ali in the Jungle (Orchestra Mix)","","","Tudo e qualquer coisa","Playlist",""
"Eir Aoi - Memoria","","","Tudo e qualquer coisa","Playlist",""
"Shoi Miyazawa - Godrick the Grafted","","","Tudo e qualquer coisa","Playlist",""
"Linked Horizon - 心臓を捧げよ！","","","Tudo e qualquer coisa","Playlist",""
"Toby Fox - Fallen Down (Reprise)","","","Tudo e qualquer coisa","Playlist",""
"P5 OST 09 Beneath the Mask  Instrumental Version","","","Tudo e qualquer coisa","Playlist",""
"Yoshihisa Hirano - Low of Solipsism","","","Tudo e qualquer coisa","Playlist",""
"Badflower - Ghost","","","Tudo e qualquer coisa","Playlist",""
"Bryan Adams - Summer of 69 (Classic Version)","","","Tudo e qualquer coisa","Playlist",""
"Aerosmith - Dream On","","","Tudo e qualquer coisa","Playlist",""
"Europe - The Final Countdown","","","Tudo e qualquer coisa","Playlist",""
"Green Day - 21 Guns","","","Tudo e qualquer coisa","Playlist",""
"Don Toliver - After Party","","","Tudo e qualquer coisa","Playlist",""
"Scorpions - Still Loving You","","","Tudo e qualquer coisa","Playlist",""
"中原中也 (CV.谷山紀章) · 真崎エリカ · 本多友紀 (Arte Refact) · 山本恭平 (Arte Refact) - DARKNESS MY SORROW","","","Tudo e qualquer coisa","Playlist",""
"Badflower - Move Me","","","Tudo e qualquer coisa","Playlist",""
"Badflower - Promise Me","","","Tudo e qualquer coisa","Playlist",""
"Tsukasa Saitoh - The Final Battle","","","Tudo e qualquer coisa","Playlist",""
"Shoi Miyazawa - Starscourge Radahn","","","Tudo e qualquer coisa","Playlist",""
"Neon Genesis Evangelion — FLY ME TO THE MOON — CLAIRE (ED Ending Full NGE OST Soundtrack Lyrics)","","","Tudo e qualquer coisa","Playlist",""
"Highly Suspect - My Name Is Human","","","Tudo e qualquer coisa","Playlist",""
"Highly Suspect - Canals","","","Tudo e qualquer coisa","Playlist",""
"Badflower - Don't Hate Me","","","Tudo e qualquer coisa","Playlist",""
"Badflower - 30","","","Tudo e qualquer coisa","Playlist",""
"Badflower - Family","","","Tudo e qualquer coisa","Playlist",""
"Badflower - The Jester","","","Tudo e qualquer coisa","Playlist",""
"Badflower - Heroin","","","Tudo e qualquer coisa","Playlist",""
"Yoko Takahashi · 佐藤英敏 · 及川眠子 - 残酷な天使のテーゼ","","","Tudo e qualquer coisa","Playlist",""
"Harry Styles - Late Night Talking","","","Tudo e qualquer coisa","Playlist",""
"The Living Tombstone - Five Nights at Freddy's","","","Tudo e qualquer coisa","Playlist",""
"Ikimonogakari - Blue Bird","","","Tudo e qualquer coisa","Playlist",""
"The Cure perform ""Lovesong"" at the 2019 Rock & Roll Hall of Fame Induction Ceremony","","","Tudo e qualquer coisa","Playlist",""
"Strawberry Guy - Without You","","","Tudo e qualquer coisa","Playlist",""
"Videoclub · Adèle Castillon · Mattyeux · Esteban Capron · Matthieu Reynaud - Amour plastique","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Single","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - 505","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Cherry Waves","","","Tudo e qualquer coisa","Playlist",""
"Scorpions - No One Like You","","","Tudo e qualquer coisa","Playlist",""
"The Smiths - There Is a Light That Never Goes Out (2017 Master)","","","Tudo e qualquer coisa","Playlist",""
"The Smiths - Back to the Old House (2011 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - 24/7 (Official Audio)","","","Tudo e qualquer coisa","Playlist",""
"Green Day - Last Night on Earth","","","Tudo e qualquer coisa","Playlist",""
"Fleetwood Mac - You Make Loving Fun (2004 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Void","","","Tudo e qualquer coisa","Playlist",""
"The Neighbourhood - Scary Love (Official Video)","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - I Wanna Be Yours","","","Tudo e qualquer coisa","Playlist",""
"Bring Me The Horizon - Follow You (Official Video)","","","Tudo e qualquer coisa","Playlist",""
"Queen - Good Old-Fashioned Lover Boy (Remastered 2011)","","","Tudo e qualquer coisa","Playlist",""
"Shiro SAGISU - Rei II","","","Tudo e qualquer coisa","Playlist",""
"Shiro SAGISU - Rei I","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Rosemary","","","Tudo e qualquer coisa","Playlist",""
"The Chainsmokers · Daya - Don't Let Me Down (Illenium Remix)","","","Tudo e qualquer coisa","Playlist",""
"The Chainsmokers · Daya - Don't Let Me Down (Hardwell & Sephyx Remix)","","","Tudo e qualquer coisa","Playlist",""
"Sepultura - Roots Bloody Roots","","","Tudo e qualquer coisa","Playlist",""
"Eminem - Rap God","","","Tudo e qualquer coisa","Playlist",""
"Evan Call - Rust","","","Tudo e qualquer coisa","Playlist",""
"Eminem · Nate Dogg - Till I Collapse","","","Tudo e qualquer coisa","Playlist",""
"Owl City - Fireflies","","","Tudo e qualquer coisa","Playlist",""
"David Guetta · Aliaune ""Akon"" Thiam · Ne-Yo - Play Hard (feat. Ne-Yo & Akon) (Extended)","","","Tudo e qualquer coisa","Playlist",""
"5 Seconds of Summer - Teeth","","","Tudo e qualquer coisa","Playlist",""
"Fort Minor · Styles of Beyond - Remember the Name (feat. Styles of Beyond)","","","Tudo e qualquer coisa","Playlist",""
"Maroon 5 - Misery","","","Tudo e qualquer coisa","Playlist",""
"Yu-Peng Chen · HOYO-MiX · Yu-Peng Chen · Zach Huang - Moonlike Smile","","","Tudo e qualquer coisa","Playlist",""
"Official HIGE DANdism - ミックスナッツ","","","Tudo e qualquer coisa","Playlist",""
"Calvin Harris · Rihanna - This Is What You Came For","","","Tudo e qualquer coisa","Playlist",""
"Wiz Khalifa · Charlie Puth - See You Again (feat. Charlie Puth)","","","Tudo e qualquer coisa","Playlist",""
"The Chainsmokers - Riptide","","","Tudo e qualquer coisa","Playlist",""
"Eminem · Rihanna - The Monster","","","Tudo e qualquer coisa","Playlist",""
"Seu Jorge - Amiga da Minha Mulher","","","Tudo e qualquer coisa","Playlist",""
"Kalafina - To the Beginning","","","Tudo e qualquer coisa","Playlist",""
